Code;Name;Hex
RAL 360 30 40;Ember red;#834257
RAL 360 40 05;Roasted black;#726769
RAL 360 40 10;Mocha brown;#766369
RAL 360 40 15;Ruby grey;#7D6069
RAL 360 40 20;Baroque red;#845D69
RAL 360 40 25;Frenzied red;#8A5A68
RAL 360 40 30;Redcurrant;#91576A
RAL 360 40 35;Orient pink;#97546B
RAL 360 40 40;Aurora magenta;#9E506C
RAL 360 40 45;Cardinal red;#A24D6A
RAL 360 40 50;Parlour red;#A94669
RAL 360 50 05;Pumice grey;#887C7E
RAL 360 50 10;Pomace red;#8D787E
RAL 360 50 15;Evening crimson;#95747E
RAL 360 50 20;Copper pink;#9B727F
RAL 360 50 25;Art Nouveau pink;#A46E7D
RAL 360 50 30;Cosmetic red;#AA6B80
RAL 360 50 35;Indian pink;#B26780
RAL 360 50 40;Kir royale rose;#B96680
RAL 360 50 45;Cockscomb red;#C06281
RAL 360 50 50;Persian red;#C45D80
RAL 360 60 05;Ash pink;#9F9497
RAL 360 60 10;Majolica mauve;#A58F95
RAL 360 60 15;Fig fruit mauve;#AE8D96
RAL 360 60 20;Noble lilac;#B78A97
RAL 360 60 25;Light red;#BD8597
RAL 360 70 05;Tea blossom pink;#B9ADB0
RAL 360 70 10;Quartz pink;#C0A7AE
RAL 360 70 15;Opaline pink;#C9A5AF
RAL 360 80 05;Mother-of-pearl pink;#D3C7C9
RAL 360 80 10;Venetian pink;#DBC2C8
RAL 360 80 15;Soap pink;#E4BFC9
RAL 360 85 05;Theatre powder rose;#E0D2D4
RAL 360 85 10;Lotus pink;#E8CFD5
RAL 360 90 05;Ice pink;#F1E2E1
RAL 360 90 10;Cake frosting;#F7DDE3
RAL 360 93 05;Arrowhead white;#F6E8E9
